#          project   SB   GB   MB                    source           rms      beam_maj      beam_min       beam_PA    wavelength        obs_ra       obs_dec        cen_ra       cen_dec    FoV_ra   FoV_dec    NAXIS1    NAXIS2    PIXSC1    PIXSC2     image_file
#                                                                     mJy        arcsec        arcsec        degree            um                                                            arcsec    arcsec                                                       
    2011.0.00097.S    1    1    6           COSMOS2_field19      0.177235      0.503021      0.453456       44.7423       876.771   149.6545792     2.7470331   149.6545931     2.7470192   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB6_COSMOS2_field19_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    6           COSMOS2_field20      0.231579      0.521381      0.452127       31.6552       876.771   149.7204312     2.7103118   149.7204451     2.7102979   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB6_COSMOS2_field20_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    6           COSMOS2_field21      0.233723      0.514426      0.453179       33.2756       876.771   149.7302011     2.0708343   149.7302150     2.0708204   102.300   102.300      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB6_COSMOS2_field21_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    6           COSMOS2_field22      0.221437       0.51864      0.454186        31.236       876.771   149.7525604     2.2140379   149.7525743     2.2140240   102.300   102.300      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB6_COSMOS2_field22_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    6           COSMOS2_field23      0.225255      0.511937      0.452238       30.5033       876.771   149.7644041     2.3400961   149.7644180     2.3400823   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB6_COSMOS2_field23_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    6            COSMOS2_field5      0.254916       0.54054      0.439944       35.9615       876.771   150.0951000     2.1937789   150.0951139     2.1937650   102.300   102.300      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB6_COSMOS2_field5_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    6            COSMOS2_field6      0.243403      0.541113      0.438698       36.0695       876.771   150.3369653     2.2795284   150.3369792     2.2795145   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB6_COSMOS2_field6_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    6            COSMOS2_field7      0.265148      0.536036      0.439966       37.1742       876.771   150.3503860     2.2755318   150.3503999     2.2755179   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB6_COSMOS2_field7_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    6            COSMOS2_field8      0.272584      0.533407      0.442807       36.8146       876.771   150.4186601     1.8580149   150.4186740     1.8580010   102.300   102.300      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB6_COSMOS2_field8_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    6            COSMOS2_field9      0.245047      0.537081      0.443898       33.8192       876.771   150.4904041     2.5882533   150.4904180     2.5882394   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB6_COSMOS2_field9_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    7            COSMOS3_field3      0.207375      0.629913      0.456252       13.2431       876.771   149.9202792     2.0203300   149.9202931     2.0203161   102.300   102.300      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB7_COSMOS3_field3_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    7            COSMOS3_field4      0.209345      0.632672      0.458652       13.1109       876.771   149.9329683     1.8057900   149.9329822     1.8057762   102.300   102.300      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB7_COSMOS3_field4_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    7            COSMOS3_field5      0.215783      0.634021      0.460835       11.3937       876.771   150.0001381     2.4312470   150.0001520     2.4312331   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB7_COSMOS3_field5_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    7            COSMOS3_field6      0.207899      0.628984      0.462389       10.9925       876.771   150.0106701     2.3329706   150.0106840     2.3329567   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB7_COSMOS3_field6_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    7            COSMOS3_field7      0.228573      0.624118      0.464849       11.5004       876.771   150.0232588     2.1440171   150.0232727     2.1440033   102.300   102.300      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB7_COSMOS3_field7_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    7            COSMOS3_field8      0.227256      0.621969       0.46776       10.6956       876.771   150.0249811     2.1193934   150.0249950     2.1193795   102.300   102.300      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB7_COSMOS3_field8_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    7            COSMOS3_field9      0.228677       0.62428      0.473679         10.68       876.771   150.1118926     1.9774432   150.1119065     1.9774293   102.300   102.300      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB7_COSMOS3_field9_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    8            COSMOS4_field2      0.207796       0.69469      0.493953       48.3624       876.763   150.4654792     2.4295900   150.4654931     2.4295761   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB8_COSMOS4_field2_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    8            COSMOS4_field3      0.201932      0.689444      0.493623       47.8473       876.763   150.4811351     1.9137281   150.4811490     1.9137143   102.300   102.300      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB8_COSMOS4_field3_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    8            COSMOS4_field4      0.196501      0.660643      0.495715       45.4625        876.76   150.4938232     1.7227403   150.4938371     1.7227264   102.300   102.300      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB8_COSMOS4_field4_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    8            COSMOS4_field5      0.194519      0.665208      0.491675       43.5696       876.763   150.5190258     2.5156230   150.5190397     2.5156091   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB8_COSMOS4_field5_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    8            COSMOS4_field6      0.191479      0.644483      0.488131       42.3718        876.76   150.5273384     1.5913295   150.5273523     1.5913156   102.300   102.300      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB8_COSMOS4_field6_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    8            COSMOS4_field7      0.195502      0.638634      0.488503       41.2236        876.76   150.5501425     1.5515415   150.5501564     1.5515276   102.300   102.300      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB8_COSMOS4_field7_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    8            COSMOS4_field8       0.18918        0.6308      0.485187       39.0777       876.763   150.6613995     2.0882092   150.6614134     2.0881953   102.300   102.300      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB8_COSMOS4_field8_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    8            COSMOS4_field9      0.189576      0.626103      0.489713       36.1031       876.763   150.7517458     2.2921203   150.7517597     2.2921064   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB8_COSMOS4_field9_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    9           COSMOS5_field10      0.205596      0.560803      0.450029       -3.4213        876.76   149.8941872     2.6216037   149.8942011     2.6215898   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB9_COSMOS5_field10_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    9           COSMOS5_field11      0.206307       0.55812      0.456214      -4.17823        876.76   149.9094551     1.9956440   149.9094690     1.9956301   102.300   102.300      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB9_COSMOS5_field11_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    9            COSMOS5_field5      0.201979      0.551006      0.451587     -0.847698        876.76   149.6582000     1.9743800   149.6582139     1.9743661   102.300   102.300      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB9_COSMOS5_field5_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    9            COSMOS5_field6      0.192786      0.559691      0.448035      0.307458        876.76   149.7103684     2.5811908   149.7103823     2.5811769   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB9_COSMOS5_field6_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    9            COSMOS5_field7       0.20338      0.556426      0.449795      -1.17438        876.76   149.7831076     2.3717716   149.7831215     2.3717577   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB9_COSMOS5_field7_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    9            COSMOS5_field8      0.203587      0.563263      0.448981      -1.58487       876.763   149.8149506     2.8070893   149.8149645     2.8070754   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB9_COSMOS5_field8_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00097.S    1    1    9            COSMOS5_field9      0.202992      0.560301      0.452341      -3.57783        876.76   149.8608431     2.3385043   149.8608570     2.3384904   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00097.S_SB1_GB1_MB9_COSMOS5_field9_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    1            ECDFS02_field3      0.139472      0.437917       0.35452       83.0482       874.051    53.3247083   -28.1512944    53.3247241   -28.1513083   102.307   102.293      1024      1024   0.09991   0.09990     2011.0.00539.S_SB1_GB1_MB1_ECDFS02_field3_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    1            ECDFS02_field4      0.144768      0.433594      0.355108       82.8652       874.053    51.9667917   -29.1518750    51.9668076   -29.1518889   102.307   102.293      1024      1024   0.09991   0.09990     2011.0.00539.S_SB1_GB1_MB1_ECDFS02_field4_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    1            ECDFS02_field5      0.166925      0.437296      0.352494       82.9124       874.053    53.0445417   -27.0927111    53.0445573   -27.0927250   102.307   102.293      1024      1024   0.09991   0.09990     2011.0.00539.S_SB1_GB1_MB1_ECDFS02_field5_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    2              ELS01_field2      0.103963      0.530298      0.437965      -69.2938       874.081     9.5986250   -43.6181389     9.5986442   -43.6181528   102.312   102.288      1024      1024   0.09991   0.09989     2011.0.00539.S_SB1_GB1_MB2_ELS01_field2_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    3            ADFS01_field10      0.139209      0.579029      0.432158       -84.954       874.015    70.4745000   -54.0643972    70.4745237   -54.0644111   102.318   102.282      1024      1024   0.09992   0.09988     2011.0.00539.S_SB1_GB1_MB3_ADFS01_field10_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    3            ADFS01_field11      0.140154      0.575725      0.434662      -84.7945       874.018    69.6277500   -54.3069389    69.6277738   -54.3069528   102.318   102.282      1024      1024   0.09992   0.09988     2011.0.00539.S_SB1_GB1_MB3_ADFS01_field11_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    3             ADFS01_field4      0.138015      0.585841      0.427816      -85.9533       874.015    72.7400833   -53.2816861    72.7401066   -53.2817000   102.317   102.283      1024      1024   0.09992   0.09989     2011.0.00539.S_SB1_GB1_MB3_ADFS01_field4_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    3             ADFS01_field5      0.141062      0.579716      0.427111      -85.5031       874.018    70.2642917   -53.2113083    70.2643149   -53.2113222   102.317   102.283      1024      1024   0.09992   0.09989     2011.0.00539.S_SB1_GB1_MB3_ADFS01_field5_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    3             ADFS01_field6      0.138319      0.575505      0.436769      -83.7749       874.015    69.0806667   -55.4072667    69.0806911   -55.4072806   102.318   102.282      1024      1024   0.09992   0.09988     2011.0.00539.S_SB1_GB1_MB3_ADFS01_field6_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    3             ADFS01_field7      0.138755      0.584833      0.425434      -86.3255       874.015    72.6130833   -52.6904611    72.6131062   -52.6904750   102.317   102.283      1024      1024   0.09992   0.09989     2011.0.00539.S_SB1_GB1_MB3_ADFS01_field7_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    3             ADFS01_field8      0.139133      0.583661      0.426893      -86.4971       874.015    72.4442917   -52.9074583    72.4443147   -52.9074722   102.317   102.283      1024      1024   0.09992   0.09989     2011.0.00539.S_SB1_GB1_MB3_ADFS01_field8_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    3             ADFS01_field9      0.139531       0.57344        0.4326      -84.6093       874.018    68.4189167   -54.0604694    68.4189403   -54.0604833   102.318   102.282      1024      1024   0.09992   0.09988     2011.0.00539.S_SB1_GB1_MB3_ADFS01_field9_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    4              COS01_field4      0.158245      0.623384      0.487305       31.1293       874.102   150.4348333     2.9523944   150.4348472     2.9523806   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00539.S_SB1_GB1_MB4_COS01_field4_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    4              COS01_field5      0.136375      0.621026       0.49991       32.0157       874.102   150.2377500     2.3361944   150.2377639     2.3361806   102.299   102.301      1024      1024   0.09990   0.09990     2011.0.00539.S_SB1_GB1_MB4_COS01_field5_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    5             XMM01_field10      0.189103      0.518996      0.421867       78.5412        874.01    34.1327083    -5.8895000    34.1327223    -5.8895139   102.301   102.299      1024      1024   0.09990   0.09990     2011.0.00539.S_SB1_GB1_MB5_XMM01_field10_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    5             XMM01_field11      0.204863      0.518872      0.422388       77.6712        874.01    35.3967500    -6.4380472    35.3967640    -6.4380611   102.301   102.299      1024      1024   0.09990   0.09990     2011.0.00539.S_SB1_GB1_MB5_XMM01_field11_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    5             XMM01_field12      0.191384       0.52345      0.428363       77.9233        874.01    35.7117917    -3.4038361    35.7118056    -3.4038500   102.301   102.299      1024      1024   0.09990   0.09990     2011.0.00539.S_SB1_GB1_MB5_XMM01_field12_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    5             XMM01_field13      0.189497      0.524006      0.427597       79.0035        874.01    34.6731250    -3.8338611    34.6731389    -3.8338750   102.301   102.299      1024      1024   0.09990   0.09990     2011.0.00539.S_SB1_GB1_MB5_XMM01_field13_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    5             XMM01_field14      0.208502      0.517133      0.421713       78.7106        874.01    35.1214167    -6.8127472    35.1214307    -6.8127611   102.302   102.298      1024      1024   0.09990   0.09990     2011.0.00539.S_SB1_GB1_MB5_XMM01_field14_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    5             XMM01_field15      0.183926      0.517781      0.421661       78.2173        874.01    35.5230833    -7.1242222    35.5230973    -7.1242361   102.302   102.298      1024      1024   0.09990   0.09990     2011.0.00539.S_SB1_GB1_MB5_XMM01_field15_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    5             XMM01_field16      0.195415      0.513573      0.419815        77.624        874.01    34.9287917    -5.4090389    34.9288056    -5.4090528   102.301   102.299      1024      1024   0.09990   0.09990     2011.0.00539.S_SB1_GB1_MB5_XMM01_field16_sci.spw0_1_2_3.cont.I.image.fits
    2011.0.00539.S    1    1    5             XMM01_field17      0.217657      0.518136      0.424559       78.5064       874.013    34.8266667    -3.1809167    34.8266806    -3.1809306   102.301   102.299      1024      1024   0.09990   0.09990     2011.0.00539.S_SB1_GB1_MB5_XMM01_field17_sci.spw0_1_2_3.cont.I.image.fits
